Batsman_cluster,Bowler_cluster,0s_prob,1s_prob,2s_prob,3s_prob,4s_prob,5s_prob,6s_prob,outs_prob,extras_prob
5,4,0.503759398496,0.248120300752,0.015037593985,0.0,0.0,0.0,0.0,0.142857142857,0.0902255639098
5,5,0.333333333333,0.466666666667,0.0666666666667,0.0,0.0,0.0,0.0,0.133333333333,0.0
5,6,0.420289855072,0.304347826087,0.0289855072464,0.0144927536232,0.0434782608696,0.0,0.0,0.144927536232,0.0434782608696
5,7,0.27397260274,0.506849315068,0.027397260274,0.0,0.027397260274,0.0,0.0,0.123287671233,0.041095890411
5,8,0.452054794521,0.191780821918,0.041095890411,0.0,0.027397260274,0.0,0.013698630137,0.205479452055,0.0684931506849
5,9,0.541666666667,0.291666666667,0.0,0.0,0.0,0.0,0.0416666666667,0.0416666666667,0.0833333333333
6,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0,0.324714573539,0.38717259906,0.0631296171927,0.00285426460712,0.101074546676,0.000335795836132,0.0455003357958,0.0392881128274,0.0359301544661
7,1,0.310112359551,0.368539325843,0.0749063670412,0.00561797752809,0.114981273408,0.000749063670412,0.0449438202247,0.0378277153558,0.0423220973783
7,2,0.340765874939,0.344280174503,0.0609549200194,0.00315075133301,0.112336403296,0.000605913717887,0.0416868637906,0.0405962190984,0.055622879302
7,3,0.292582417582,0.391483516484,0.0769230769231,0.00412087912088,0.105769230769,0.0,0.0508241758242,0.0357142857143,0.0425824175824
7,4,0.367792135612,0.346255384188,0.05710712797,0.00291788245102,0.104626927887,0.0,0.0362651104627,0.0357093233292,0.0493261081006
7,5,0.313531353135,0.351485148515,0.0858085808581,0.003300330033,0.118811881188,0.0,0.0346534653465,0.0445544554455,0.0478547854785
7,6,0.327093083723,0.357774310972,0.0565089270237,0.00346680533888,0.117698041255,0.000346680533888,0.0436817472699,0.0424683654013,0.0509620384815
7,7,0.347047664216,0.346573393408,0.0640265591653,0.00296419255395,0.107185202751,0.000237135404316,0.0365188522646,0.0437514820963,0.0516955181409
7,8,0.349362926428,0.37607891492,0.0635018495684,0.00287710645294,0.0922729140978,0.000205507603781,0.0314426633785,0.0406905055487,0.0435676120016
7,9,0.307874950534,0.391373169767,0.0625247328848,0.00554016620499,0.115947764147,0.0,0.0451127819549,0.0269093787099,0.0447170557974
8,0,0.33611691023,0.393528183716,0.0709812108559,0.00417536534447,0.0772442588727,0.0,0.0250521920668,0.0574112734864,0.035490605428
8,1,0.368043087971,0.362657091562,0.0466786355476,0.00179533213645,0.104129263914,0.0,0.0251346499102,0.0574506283662,0.0341113105925
8,2,0.390932982917,0.318002628121,0.0558475689882,0.00459921156373,0.0965834428384,0.0,0.015111695138,0.0545335085414,0.0643889618922
8,3,0.266055045872,0.43119266055,0.0825688073394,0.0,0.100917431193,0.0,0.0183486238532,0.0275229357798,0.0733944954128
8,4,0.411726384365,0.298371335505,0.0631921824104,0.00456026058632,0.0814332247557,0.000651465798046,0.0214983713355,0.0605863192182,0.0579804560261
8,5,0.365079365079,0.31746031746,0.0634920634921,0.0,0.10582010582,0.0,0.031746031746,0.0582010582011,0.0582010582011
8,6,0.384390243902,0.332682926829,0.059512195122,0.00292682926829,0.0712195121951,0.0,0.0253658536585,0.0565853658537,0.0673170731707
8,7,0.367108753316,0.326790450928,0.0726790450928,0.00318302387268,0.103978779841,0.00053050397878,0.0201591511936,0.0535809018568,0.0519893899204
8,8,0.382266009852,0.331034482759,0.0453201970443,0.000985221674877,0.0896551724138,0.0,0.0197044334975,0.0699507389163,0.0610837438424
8,9,0.360377358491,0.332075471698,0.0641509433962,0.00188679245283,0.088679245283,0.0,0.0245283018868,0.0433962264151,0.0849056603774
9,0,0.301435406699,0.356459330144,0.0693779904306,0.00717703349282,0.0741626794258,0.0,0.0765550239234,0.0598086124402,0.055023923445
9,1,0.274285714286,0.314285714286,0.0685714285714,0.0,0.0971428571429,0.0,0.12,0.0457142857143,0.08
9,2,0.289520426288,0.317939609236,0.0799289520426,0.0,0.14920071048,0.0,0.0497335701599,0.056838365897,0.056838365897
9,3,0.318181818182,0.25,0.0227272727273,0.0227272727273,0.0454545454545,0.0,0.159090909091,0.0909090909091,0.0909090909091
9,4,0.3367003367,0.271043771044,0.0656565656566,0.0,0.0942760942761,0.0,0.0909090909091,0.0622895622896,0.0791245791246
9,5,0.259036144578,0.313253012048,0.10843373494,0.0,0.138554216867,0.0,0.078313253012,0.0602409638554,0.0421686746988
9,6,0.287946428571,0.334821428571,0.0669642857143,0.00446428571429,0.102678571429,0.0,0.0982142857143,0.0446428571429,0.0602678571429
9,7,0.289705882353,0.307352941176,0.0720588235294,0.00147058823529,0.111764705882,0.0,0.0970588235294,0.0558823529412,0.0647058823529
9,8,0.343558282209,0.322085889571,0.0521472392638,0.0,0.101226993865,0.0,0.0552147239264,0.0521472392638,0.0736196319018
9,9,0.272727272727,0.237762237762,0.0979020979021,0.0,0.104895104895,0.00699300699301,0.125874125874,0.0769230769231,0.0769230769231
